Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Marchese, M., Moheddine, A., Patrone, F.","7004398165;57210886858;56536292600;","IoT and UAV integration in 5G hybrid terrestrial-satellite networks",2019,"Sensors (Switzerland)","19","17", 3704,"","",,2,"10.3390/s19173704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071745275&doi=10.3390%2fs19173704&partnerID=40&md5=bc482d36f929b3c3f1d3dd0880a96d9e",Article,"Final",Open Access,Scopus,2-s2.0-85071745275
"Balduini, M., Brambilla, M., Della Valle, E., Marazzi, C., Arabghalizi, T., Rahdari, B., Vescovi, M.","55311610000;8863963800;8879414700;57201995068;57195591893;57195587099;55860084500;","Models and Practices in Urban Data Science at Scale",2019,"Big Data Research","17",,,"66","84",,,"10.1016/j.bdr.2018.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046685450&doi=10.1016%2fj.bdr.2018.04.003&partnerID=40&md5=e896d59e0536cdbd0506e4e410b02f58",Article,"Final",,Scopus,2-s2.0-85046685450
"Baruah, A., Sannidhi, L.","57211333239;57211332374;","Rationalizing urban transportation using smart card data",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11S",,"507","515",,,"10.35940/ijitee.K1086.09811S19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073507676&doi=10.35940%2fijitee.K1086.09811S19&partnerID=40&md5=6f57ea88a1f4668279412f5e8eaaeb8d",Article,"Final",Open Access,Scopus,2-s2.0-85073507676
"Gugerell, K., Penker, M., Kieninger, P.","57193773735;6505929928;26666042500;","What are participants of cow sharing arrangements actually sharing? A property rights analysis on cow sharing arrangements in the European Alps",2019,"Land Use Policy","87",, 104039,"","",,,"10.1016/j.landusepol.2019.104039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067273364&doi=10.1016%2fj.landusepol.2019.104039&partnerID=40&md5=593e7c90ba821cfb0274cc849e15b2b5",Article,"Final",,Scopus,2-s2.0-85067273364
"Li, W.-H., Zhong, Z., Zheng, W.-S.","56874979100;57208493248;25928152800;","One-pass person re-identification by sketch online discriminant analysis",2019,"Pattern Recognition","93",,,"237","250",,1,"10.1016/j.patcog.2019.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064943830&doi=10.1016%2fj.patcog.2019.03.015&partnerID=40&md5=089929caddf234362dac064c793d1929",Article,"Final",,Scopus,2-s2.0-85064943830
"Ahmed, A.A., Ahmed, W.A.","55448627300;57210792596;","An effective multifactor authentication mechanism based on combiners of hash function over internet of things",2019,"Sensors (Switzerland)","19","17", 3663,"","",,,"10.3390/s19173663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071479243&doi=10.3390%2fs19173663&partnerID=40&md5=c7e545539cf95a3726d9bb2a3af0ed03",Article,"Final",Open Access,Scopus,2-s2.0-85071479243
"Harun, A.N., Mohamed, N., Ahmad, R., Rahim, A.R.A., Ani, N.N.","56102099800;26422450900;57200986655;36803818400;56102115500;","Improved Internet of Things (IoT) monitoring system for growth optimization of Brassica chinensis",2019,"Computers and Electronics in Agriculture","164",, 104836,"","",,,"10.1016/j.compag.2019.05.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066430479&doi=10.1016%2fj.compag.2019.05.045&partnerID=40&md5=4b8b84400aa5713432504538a10f5b1e",Article,"Final",,Scopus,2-s2.0-85066430479
"Chin, K., Huang, H., Horn, C., Kasanicky, I., Weibel, R.","57209010773;16417466100;36054465400;55920391800;7005558134;","Inferring fine-grained transport modes from mobile phone cellular signaling data",2019,"Computers, Environment and Urban Systems","77",, 101348,"","",,,"10.1016/j.compenvurbsys.2019.101348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066245616&doi=10.1016%2fj.compenvurbsys.2019.101348&partnerID=40&md5=71de1f91a8679803acd0ae56dec6d166",Article,"Final",,Scopus,2-s2.0-85066245616
"Todd, G., Msuya, I., Levira, F., Moshi, I.","57193673040;57210823093;55558710200;55671803500;","City Profile: Dar es Salaam, Tanzania",2019,"Environment and Urbanization ASIA","10","2",,"193","215",,,"10.1177/0975425319859175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071578698&doi=10.1177%2f0975425319859175&partnerID=40&md5=f9fcb5248c1e3721cef576c045206de4",Article,"Final",,Scopus,2-s2.0-85071578698
"Viriyasitavat, W., Anuphaptrirong, T., Hoonsopon, D.","55400828300;57209074714;56017930800;","When blockchain meets Internet of Things: Characteristics, challenges, and business opportunities",2019,"Journal of Industrial Information Integration","15",,,"21","28",,1,"10.1016/j.jii.2019.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066434851&doi=10.1016%2fj.jii.2019.05.002&partnerID=40&md5=ccfae6674c77dee5dfd1f4dc10667bf2",Review,"Final",,Scopus,2-s2.0-85066434851
"Sharma, S., Sharma, A.","57211330008;56905064700;","Social infrastructure needs: Financing through digital platform",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11 Special Issue",,"220","226",,,"10.35940/ijitee.K1045.09811S19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073568291&doi=10.35940%2fijitee.K1045.09811S19&partnerID=40&md5=9a1c643fe4fce3130288ff32d8fd32f0",Article,"Final",Open Access,Scopus,2-s2.0-85073568291
"Romero, E., Blesa, J., Araujo, A.","35277805900;35190037500;16554123800;","An adaptive energy aware strategy based on game theory to add privacy in the physical layer for cognitive WSNs",2019,"Ad Hoc Networks","92",, 101800,"","",,1,"10.1016/j.adhoc.2018.10.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056852026&doi=10.1016%2fj.adhoc.2018.10.026&partnerID=40&md5=0c6693e956e2c2e344903c575af25325",Article,"Final",,Scopus,2-s2.0-85056852026
"Kaur, T., Kumar, D.","57189225950;55465085800;","QoS mechanisms for MAC protocols in wireless sensor networks: A survey",2019,"IET Communications","13","14",,"2045","2062",,,"10.1049/iet-com.2018.5110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070990607&doi=10.1049%2fiet-com.2018.5110&partnerID=40&md5=355316e82fd64b8941715f712b8896e4",Article,"Final",,Scopus,2-s2.0-85070990607
"Wang, Y., Su, Z.","56027276800;57211870552;","Survey of mobility prediction in wireless network [无线网络中的移动预测综述]",2019,"Tongxin Xuebao/Journal on Communications","40","8",,"157","168",,,"10.11959/j.issn.1000−436x.2019159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075196648&doi=10.11959%2fj.issn.1000%e2%88%92436x.2019159&partnerID=40&md5=9b912580a5876c267f9b86e42c3b42ec",Review,"Final",,Scopus,2-s2.0-85075196648
"Young, R.F., Lieberknecht, K.","57189017227;19640210800;","From smart cities to wise cities: ecological wisdom as a basis for sustainable urban development",2019,"Journal of Environmental Planning and Management","62","10",,"1675","1692",,1,"10.1080/09640568.2018.1484343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055706318&doi=10.1080%2f09640568.2018.1484343&partnerID=40&md5=67f0e7b3b99bb13f11eb7120548059cb",Review,"Final",,Scopus,2-s2.0-85055706318
"Han, Y., Wang, C., Ren, Y., Wang, S., Zheng, H., Chen, G.","57210565213;57209232287;57201004030;57209232506;57192250066;57210565643;","Short-term prediction of bus passenger flow based on a hybrid optimized LSTM network",2019,"ISPRS International Journal of Geo-Information","8","9", 366,"","",,1,"10.3390/ijgi8090366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072556508&doi=10.3390%2fijgi8090366&partnerID=40&md5=0ef3129aca2a187158d366d44463688c",Article,"Final",Open Access,Scopus,2-s2.0-85072556508
"Yenneti, K., Rahiman, R., Panda, A., Pignatta, G.","56811620800;57210698321;57210696175;56331396900;","Smart energy management policy in India—A review",2019,"Energies","12","17", 3214,"","",,,"10.3390/en12173214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071229565&doi=10.3390%2fen12173214&partnerID=40&md5=7ba30e52d1b85cadc63fd8f92c60af3a",Review,"Final",Open Access,Scopus,2-s2.0-85071229565
"Yu, Y., Zhang, N.","57193099918;57188694290;","Does smart city policy improve energy efficiency? Evidence from a quasi-natural experiment in China",2019,"Journal of Cleaner Production","229",,,"501","512",,3,"10.1016/j.jclepro.2019.04.316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065831561&doi=10.1016%2fj.jclepro.2019.04.316&partnerID=40&md5=b26c9da3ac377d7cf9c014c2bf8ab667",Article,"Final",,Scopus,2-s2.0-85065831561
"Li, M.","7405265144;","Visualizing the studies on smart cities in the past two decades: a two-dimensional perspective",2019,"Scientometrics","120","2",,"683","705",,1,"10.1007/s11192-019-03134-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066475942&doi=10.1007%2fs11192-019-03134-8&partnerID=40&md5=9bc245d580241b83d7754f6b8b31ef5a",Article,"Final",,Scopus,2-s2.0-85066475942
"Del-Valle-Soto, C., Valdivia, L.J., Velázquez, R., Rizo-Dominguez, L., López-Pimentel, J.-C.","56257456700;57007977900;7003505296;56013611300;16317234700;","Smart campus: An experimental performance comparison of collaborative and cooperative schemes for wireless sensor network",2019,"Energies","12","16", 3135,"","",,,"10.3390/en12163135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071271257&doi=10.3390%2fen12163135&partnerID=40&md5=bdc291c549007c672a7ca25c0d2b74c9",Article,"Final",Open Access,Scopus,2-s2.0-85071271257
"Marsal-Llacuna, M.-L.","42961908500;","How to succeed in implementing (smart) sustainable urban Agendas: “keep cities smart, make communities intelligent”",2019,"Environment, Development and Sustainability","21","4",,"1977","1998",,1,"10.1007/s10668-018-0115-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045075936&doi=10.1007%2fs10668-018-0115-1&partnerID=40&md5=18a7ab1e3e3caa4cacf43bf6418eb62b",Article,"Final",,Scopus,2-s2.0-85045075936
"Hadi, F.A., Hussein, A.R., Rashed, J.R., Alseelawi, N.S., Albehadili, H.","57210848094;57210844782;56458751800;57210845308;57210844629;","A vision of blockchain technology and its integration with iot: Applications, challenges, and opportunities; from the authentication perspective",2019,"Journal of Theoretical and Applied Information Technology","97","15",,"4048","4060",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071692910&partnerID=40&md5=f6d7b89af1ed9a1b10a98b0090589bca",Article,"Final",,Scopus,2-s2.0-85071692910
"Yagoub, M.M.","7003803772;","United Arab Emirates (UAE) talking map",2019,"GeoJournal","84","4",,"889","899",,,"10.1007/s10708-018-9896-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049123398&doi=10.1007%2fs10708-018-9896-x&partnerID=40&md5=2f995e5dc094d2ff0ec8b3fb2ffd4b18",Article,"Final",,Scopus,2-s2.0-85049123398
"Moy De Vitry, M., Schneider, M.Y., Wani, O., Manny, L., Leitao, J.P., Eggimann, S.","57204219783;57194510226;57194333400;57211118531;34870089600;56786181900;","Smart urban water systems: What could possibly go wrong?",2019,"Environmental Research Letters","14","8", 081001,"","",,,"10.1088/1748-9326/ab3761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072691919&doi=10.1088%2f1748-9326%2fab3761&partnerID=40&md5=c7b4028a699d4e38ee23a26e91cae218",Review,"Final",Open Access,Scopus,2-s2.0-85072691919
"Blair, G.S., Henrys, P., Leeson, A., Watkins, J., Eastoe, E., Jarvis, S., Young, P.J.","7202759157;36988590500;54412796600;56555893800;14424009800;55636595500;57210546530;","Data Science of the Natural Environment: A Research Roadmap",2019,"Frontiers in Environmental Science","7",, 121,"","",,,"10.3389/fenvs.2019.00121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072741024&doi=10.3389%2ffenvs.2019.00121&partnerID=40&md5=cd78194bdff0938a6fc14e51f8a8999c",Article,"Final",Open Access,Scopus,2-s2.0-85072741024
"Lytras, M.D., Chui, K.T.","55830169000;55975707100;","The recent development of artificial intelligence for smart and sustainable energy systems and applications",2019,"Energies","12","16", 3108,"","",,,"10.3390/en12163108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071240219&doi=10.3390%2fen12163108&partnerID=40&md5=0d765f0c530687296870586382810290",Review,"Final",Open Access,Scopus,2-s2.0-85071240219
"Kempin Reuter, T.","57191882762;","Human rights and the city: Including marginalized communities in urban development and smart cities",2019,"Journal of Human Rights","18","4",,"382","402",,,"10.1080/14754835.2019.1629887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071711111&doi=10.1080%2f14754835.2019.1629887&partnerID=40&md5=19e0ab2b0a29237ab9cb6d6a8aed00b3",Article,"Final",,Scopus,2-s2.0-85071711111
"Olszewski, R., Pałka, P., Wendland, A., Kaminski, J.","57194558541;35208831300;56946538500;55511748805;","A multi-agent social gamification model to guide sustainable urban photovoltaic panels installation policies",2019,"Energies","14","15", 3019,"","",,1,"10.3390/en12153019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070330581&doi=10.3390%2fen12153019&partnerID=40&md5=b823d6d8a350a6450660fed00446403c",Article,"Final",Open Access,Scopus,2-s2.0-85070330581
"Peng, Y., Wang, J., Tan, A., Wu, J.","36667155900;57210715551;36562720600;35771905500;","A Novel Resource Allocation and Spectrum Defragmentation Mechanism for IoT-Based Big Data in Smart Cities",2019,"Sensors (Basel, Switzerland)","19","15",,"","",,,"10.3390/s19153443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071280606&doi=10.3390%2fs19153443&partnerID=40&md5=82db6d0fe121c1be0f3ab2ef28510168",Article,"Final",Open Access,Scopus,2-s2.0-85071280606
"Tailor, S., Modi, A., Modi, S.C.","55339076900;13106134400;57194269504;","Synthesis, microstructural, corrosion and antimicrobial properties of Zn and Zn–Al coatings",2019,"Surface Engineering","35","8",,"736","742",,2,"10.1080/02670844.2019.1565680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059670066&doi=10.1080%2f02670844.2019.1565680&partnerID=40&md5=97e6011c0b9b4322b1e3c74eb9f69e6a",Article,"Final",,Scopus,2-s2.0-85059670066
"Tenney, M., Hall, G.B., Sieber, R.E.","57201364270;7402065837;56276935100;","A crowd sensing system identifying geotopics and community interests from user-generated content",2019,"International Journal of Geographical Information Science","33","8",,"1497","1519",,1,"10.1080/13658816.2019.1591413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064748433&doi=10.1080%2f13658816.2019.1591413&partnerID=40&md5=73bafdfc2a1e62166be7e7f3465ff327",Article,"Final",,Scopus,2-s2.0-85064748433
"Echarri, M.C., Azpilicueta, L., Iturri, P.L., Aguirre, E., Falcone, F.","57211296235;54583157100;57200281343;55360550000;24467846500;","Performance evaluation and interference characterization of wireless sensor networks for complex high-node density scenarios",2019,"Sensors (Switzerland)","19","16", 3516,"","",,,"10.3390/s19163516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071281919&doi=10.3390%2fs19163516&partnerID=40&md5=d31217f5e7475dcd0f3be589ee52fbe5",Article,"Final",Open Access,Scopus,2-s2.0-85071281919
"Cao, H., Wachowicz, M.","57193610125;23052735900;","An edge-fog-cloud architecture of streaming analytics for internet of things applications",2019,"Sensors (Switzerland)","19","16", 3594,"","",,1,"10.3390/s19163594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071575299&doi=10.3390%2fs19163594&partnerID=40&md5=c9c6aafce77c3bf66763d4d4d6a97553",Article,"Final",Open Access,Scopus,2-s2.0-85071575299
"Trakadas, P., Nomikos, N., Michailidis, E.T., Zahariadis, T., Facca, F.M., Breitgand, D., Rizou, S., Masip, X., Gkonis, P.","6603036390;57188907639;25929466200;55410698800;8987012600;55897138000;34977594700;57204423784;24469879600;","Hybrid clouds for data-intensive, 5G-enabled IoT applications: An overview, key issues and relevant architecture",2019,"Sensors (Switzerland)","19","16", 3591,"","",,,"10.3390/s19163591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071582220&doi=10.3390%2fs19163591&partnerID=40&md5=53f53cdffd06d7f511a82dd97a713683",Article,"Final",Open Access,Scopus,2-s2.0-85071582220
"Cardullo, P., Kitchin, R.","56381558600;26642984800;","Smart urbanism and smart citizenship: The neoliberal logic of ‘citizen-focused’ smart cities in Europe",2019,"Environment and Planning C: Politics and Space","37","5",,"813","830",,9,"10.1177/0263774X18806508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059046209&doi=10.1177%2f0263774X18806508&partnerID=40&md5=29aad5b93f7ed0d01bbe31b6136bf525",Article,"Final",,Scopus,2-s2.0-85059046209
"Ismagilova, E., Hughes, L., Dwivedi, Y.K., Raman, K.R.","57190979823;57205405210;35239818900;57205409260;","Smart cities: Advances in research—An information systems perspective",2019,"International Journal of Information Management","47",,,"88","100",,45,"10.1016/j.ijinfomgt.2019.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059882907&doi=10.1016%2fj.ijinfomgt.2019.01.004&partnerID=40&md5=fecd8bb29343b4ae16b7b9c624728681",Review,"Final",,Scopus,2-s2.0-85059882907
"Tejesh, B.S.S., Begum, M.S., Mayuri, N., Neeraja, S., Purvaja Durga, B.","57201583526;57210971627;57201775287;57209339042;57210972060;","A novel smart city using IoT and open source technology",2019,"International Journal of Engineering and Advanced Technology","8","6",,"4633","4637",,,"10.35940/ijeat.F8912.088619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072089057&doi=10.35940%2fijeat.F8912.088619&partnerID=40&md5=7a9dcb4c0402d8395d1db978e6dcbd38",Article,"Final",Open Access,Scopus,2-s2.0-85072089057
"Lu, H.-P., Chen, C.-S., Yu, H.","7404843905;57203823427;15744866600;","Technology roadmap for building a smart city: An exploring study on methodology",2019,"Future Generation Computer Systems","97",,,"727","742",,3,"10.1016/j.future.2019.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063321263&doi=10.1016%2fj.future.2019.03.014&partnerID=40&md5=398e87efe71be1d403fb70fea24bdfc9",Article,"Final",,Scopus,2-s2.0-85063321263
"Huang, H., Lu, Z., Peng, R., Feng, Z., Xuan, X., Hung, P.C.K., Huang, S.-C.","57191493908;10739277400;7102381513;24337820500;57207860784;57203178475;55798980700;","Efficiently querying large process model repositories in smart city cloud workflow systems based on quantitative ordering relations",2019,"Information Sciences","495",,,"100","115",,2,"10.1016/j.ins.2019.04.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065203646&doi=10.1016%2fj.ins.2019.04.058&partnerID=40&md5=274c1498221e264dd0fd9d23c122ac83",Article,"Final",,Scopus,2-s2.0-85065203646
"Garg, A., Jailia, M.","57210972063;34879951100;","Mining IoT data for next generation smart cities",2019,"International Journal of Engineering and Advanced Technology","8","6",,"259","262",,,"10.35940/ijeat.E7537.088619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072072341&doi=10.35940%2fijeat.E7537.088619&partnerID=40&md5=dd989124178f5a7756ddcc2922fe8a7e",Article,"Final",Open Access,Scopus,2-s2.0-85072072341
"Li, C., Liu, X., Dai, Z., Zhao, Z.","57190883776;57196324374;57193391687;57206782315;","Smart City: A shareable framework and its applications in China",2019,"Sustainability (Switzerland)","11","16", 4346,"","",,,"10.3390/su11164346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070779253&doi=10.3390%2fsu11164346&partnerID=40&md5=6eb70db03f37367fdf26d6cbda4e8e08",Article,"Final",Open Access,Scopus,2-s2.0-85070779253
"Dutta, D., Pradhan, A., Acharya, O.P., Mohapatra, S.K.","7102299841;57208859809;35752951000;55642401000;","IoT based pollution monitoring and health correlation: a case study on smart city",2019,"International Journal of Systems Assurance Engineering and Management","10","4",,"731","738",,1,"10.1007/s13198-019-00802-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065978930&doi=10.1007%2fs13198-019-00802-z&partnerID=40&md5=d0bf44d5b5308c23803fd782ac0ff955",Article,"Final",,Scopus,2-s2.0-85065978930
"Elariane, S.A., Dubé, J.","56764627100;57203796209;","Is smart housing a good deal? An answer based on monte carlo net present value analysis",2019,"Sustainability (Switzerland)","11","15", 4193,"","",,,"10.3390/su11154193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070470198&doi=10.3390%2fsu11154193&partnerID=40&md5=38bf8bddf32968eaf50146e983dbc29c",Article,"Final",Open Access,Scopus,2-s2.0-85070470198
"Pires, F.M., Mendes, L.D.S., Quiñonez, L.L.","57210735919;7006027224;57210724846;","Integrated system architecture for decision-making and urban planning in smart cities",2019,"International Journal of Distributed Sensor Networks","15","8",,"","",,1,"10.1177/1550147719867829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071296353&doi=10.1177%2f1550147719867829&partnerID=40&md5=ac8a651e3a1afb1730618d59df7499f8",Article,"Final",Open Access,Scopus,2-s2.0-85071296353
"Shilpa, B., Malipatil, S., Reddy, J.","57210946764;56642680500;57210944529;","Lora technology based potholes and humps detection for smart city transportation",2019,"International Journal of Engineering and Advanced Technology","8","6",,"702","705",,,"10.35940/ijeat.F7970.088619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071987145&doi=10.35940%2fijeat.F7970.088619&partnerID=40&md5=f7a63b18959d83c731acc67681e2efe7",Article,"Final",Open Access,Scopus,2-s2.0-85071987145
"Krishna Bharathi, R., Selva Banupriya, T., Jeyapriyanga, S.","57211390912;57211387462;57211386506;","IoT monitory system based smart trash management",2019,"International Journal of Engineering and Advanced Technology","8","6 Special Issue 2",,"195","197",,,"10.35940/ijeat.F1050.0886S219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073712119&doi=10.35940%2fijeat.F1050.0886S219&partnerID=40&md5=61d68588eac16c4ff4782890bcce0d09",Article,"Final",Open Access,Scopus,2-s2.0-85073712119
"Elavarasi, E., Joe Louis Paul, I.","57211317812;56521563600;","Solar powered multilevel smart city architecture for rural areas in India: A prototype",2019,"International Journal of Recent Technology and Engineering","8","2 Special Issue 8",,"1284","1288",,,"10.35940/ijrte.B1054.0882S819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073451507&doi=10.35940%2fijrte.B1054.0882S819&partnerID=40&md5=3bbbe6490d62f3d98f2f6ef844af35af",Article,"Final",Open Access,Scopus,2-s2.0-85073451507
"Jegadeesan, S., Azees, M., Kumar, P.M., Manogaran, G., Chilamkurti, N., Varatharajan, R., Hsu, C.-H.","56548866700;55823331700;57210579698;57189873309;6602599658;56372587000;7404945944;","An efficient anonymous mutual authentication technique for providing secure communication in mobile cloud computing for smart city applications",2019,"Sustainable Cities and Society","49",, 101522,"","",,2,"10.1016/j.scs.2019.101522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065987565&doi=10.1016%2fj.scs.2019.101522&partnerID=40&md5=7dd0811da39b6e037ad0caca445b48e2",Article,"Final",,Scopus,2-s2.0-85065987565
"Akhter, F., Khadivizand, S., Siddiquei, H.R., Alahi, M.E.E., Mukhopadhyay, S.","57209172947;57210592223;36603398700;57189042988;24479163700;","Iot enabled intelligent sensor node for smart city: Pedestrian counting and ambient monitoring",2019,"Sensors (Switzerland)","19","15", 3374,"","",,1,"10.3390/s19153374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071070692&doi=10.3390%2fs19153374&partnerID=40&md5=c8e93986ab32db822d1afd125464e627",Article,"Final",Open Access,Scopus,2-s2.0-85071070692
"Lam, P.T.I., Ma, R.","7202366008;57201340842;","Potential pitfalls in the development of smart cities and mitigation measures: An exploratory study",2019,"Cities","91",,,"146","156",,3,"10.1016/j.cities.2018.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057090838&doi=10.1016%2fj.cities.2018.11.014&partnerID=40&md5=8c28ad439b24bbe3cd40cede6bddd009",Article,"Final",,Scopus,2-s2.0-85057090838
"Monstadt, J., Coutard, O.","24528836800;6506469366;","Cities in an era of interfacing infrastructures: Politics and spatialities of the urban nexus",2019,"Urban Studies","56","11",,"2191","2206",,2,"10.1177/0042098019833907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065220601&doi=10.1177%2f0042098019833907&partnerID=40&md5=5f140a90fe1a634f8605f136aec21c7e",Article,"Final",Open Access,Scopus,2-s2.0-85065220601
"Pasolini, G., Toppan, P., Zabini, F., De Castro, C.D., Andrisano, O.","7004041411;24333584500;16067794300;24331470100;7003354031;","Design, deployment and evolution of heterogeneous smart public lighting systems",2019,"Applied Sciences (Switzerland)","9","16", 3281,"","",,2,"10.3390/app9163281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070917068&doi=10.3390%2fapp9163281&partnerID=40&md5=04162183d4364f6ba234317be2a87d4c",Article,"Final",Open Access,Scopus,2-s2.0-85070917068
"Nelson, A., Toth, G., Linders, D., Nguyen, C., Rhee, S.","55434432500;7202464472;57210287968;57199000156;7401852007;","Replication of Smart-City Internet of Things Assets in a Municipal Deployment",2019,"IEEE Internet of Things Journal","6","4", 8693486,"6715","6724",,,"10.1109/JIOT.2019.2911010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070198929&doi=10.1109%2fJIOT.2019.2911010&partnerID=40&md5=cdb9f91511573e8f20d3c7e4537b5efe",Article,"Final",,Scopus,2-s2.0-85070198929
"Villa-Arrieta, M., Sumper, A.","57200690961;24767852600;","Contribution of smart cities to the energy sustainability of the binomial between city and country",2019,"Applied Sciences (Switzerland)","9","16", 3247,"","",,,"10.3390/app9163247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070973135&doi=10.3390%2fapp9163247&partnerID=40&md5=97666cc4d1823d0891fcf53c7cbc346f",Review,"Final",Open Access,Scopus,2-s2.0-85070973135
"Tatulea, P., Calin, F., Brad, R., Brâncovean, L., Greavu, M.","57210259841;57210259276;6603268467;57210255470;57210258130;","An image feature-based method for parking lot occupancy",2019,"Future Internet","11","8", 169,"","",,,"10.3390/fi11080169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071119154&doi=10.3390%2ffi11080169&partnerID=40&md5=f1afa1e8b890be60572099a027d3dfca",Article,"Final",Open Access,Scopus,2-s2.0-85071119154
"Chaudhary, R., Jindal, A., Aujla, G.S., Aggarwal, S., Kumar, N., Choo, K.-K.R.","57195682519;57141987900;56218282200;57195931525;57206866080;57208540261;","BEST: Blockchain-based secure energy trading in SDN-enabled intelligent transportation system",2019,"Computers and Security","85",,,"288","299",,1,"10.1016/j.cose.2019.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066274740&doi=10.1016%2fj.cose.2019.05.006&partnerID=40&md5=81f4d4161c9296321cc401c2213c62c8",Article,"Final",,Scopus,2-s2.0-85066274740
"Chaware, S., Chaware, T.","35753013100;57210961082;","Proposed algorithm for smart traffic control using ultrasonic sensors",2019,"International Journal of Engineering and Advanced Technology","8","6",,"3912","3915",,,"10.35940/ijeat.F9042.088619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072045663&doi=10.35940%2fijeat.F9042.088619&partnerID=40&md5=c202ec7ef48060720ab3a746390c8582",Article,"Final",Open Access,Scopus,2-s2.0-85072045663
"Jain, R., Halder, O., Sharma, P., Jain, A., Elamaran, E.","57209864279;57211464769;57211291400;57211290197;57189347232;","Development f smart garbage bins for automated segregation of waste with realtime monitoring using IoT",2019,"International Journal of Engineering and Advanced Technology","8","6 Special Issue",,"344","348",,,"10.35940/ijeat.F1072.0886S19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073315944&doi=10.35940%2fijeat.F1072.0886S19&partnerID=40&md5=9816a6678bdc00aaee24a8d07d0ba2fa",Article,"Final",Open Access,Scopus,2-s2.0-85073315944
"Gour, D., Kanskar, A.","57211287735;57211299578;","Automated AI based road traffic accident alert system: YOLO algorithm",2019,"International Journal of Scientific and Technology Research","8","8",,"574","578",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073357125&partnerID=40&md5=08f367ef7e24d857dc92fd491054bee6",Article,"Final",,Scopus,2-s2.0-85073357125
